Title,Edit_Date,Origal_Date,Link,Content
Jon Stewart’s DNC special showed exactly where his loyalty is,Not Avaiable For MSNBC,"Aug. 23, 2024, 12:31 PM PDT",https://www.msnbc.com/opinion/msnbc-opinion/jon-stewart-daily-show-dnc-episode-rcna167981,"Jon Stewart, who hosted “The Daily Show’s” wrap-up of the Democratic National Convention, had his work cut out for him Thursday night. To start, he had to follow the strong comedic acts that preceded him.   “I guess Donald Trump will finally know,” quipped a repentant D.L. Hughley during his address, “what it’s like when you get left for a younger woman.” That was pretty good! Not necessarily a “third-degree Ginsburn,” but a burn nonetheless.  Having Kerry Washington use two adorable small children (Vice President Kamala Harris’ grandnieces) to teach somewhat less adorable large Republican adults how to pronounce “Kamala” (i.e., Comma + La) was a masterstroke.  Stewart was also competing with the dextrous comedy duo of “Obama and Obama” that appeared the night before. The former president delivered a quip about “crowd sizes” accompanied by the type of deft physical gesture that stand-ups spend years learning how to execute. But when Michele Obama suggested Donald Trump might not even be aware that he’s actually applying for a “Black job,” well, my friends, that was a roast.  Stewart also had to deal with the technical unpredictability of covering a major live event. The production was less upended by circumstances than it was in July at the Republican National Convention in Milwaukee. As you might recall, the assassination attempt on Trump resulted in an extended security perimeter around the RNC, which in turn scuttled “The Daily Show’s” original on-site broadcasting plan.  Forced to abandon his Milwaukee theater at the last minute, Stewart ended up dialoguing with conservative firebrand Bill O’Reilly in New York. That disconcertingly amiable conversation led me to wonder if the host and his team had really thought through the complicated ethics of performing political comedy in dangerous times. Platforming people with anti-democratic ideas certainly has its risks, does it not?  Back to Thursday’s episode: What was Stewart, a liberal, supposed to make of the DNC’s glitzy, amped-up, eyeball-lacerating, celebrity-studded showcase? Because, let there be no doubt, that showcase was celebrating liberal values, not conservative ones and certainly not those of the far left.  There was plenty to lampoon, and it raises the question of how liberal comedians should best ply their craft. Are they partisans whose jokes must be pressed into the service of political ideology? Or, are they independent artists whose foremost responsibility is to make people laugh, ideology be damned?  This dilemma, I stress, is neither easily resolved nor even as black or white as I have framed it. In 2024 Stewart has been fairly consistent in going for the laugh at the expense of ideological conformity. That decision has, at points, incensed his critics. They argue — puritanically but not necessarily in error — that the present moment is too fraught for equal opportunity skewering. Train your fire, they exhort, on “them” not “us.”   On Thursday night, Stewart would have none of that. Still, he was measured in the way he placed his comedy in the service of jokes, not the party. That didn’t stop him, of course, from having some fun with the contradictions and erasures of today’s Democrats.  Billionaires, Stewart noted, were excoriated by Bernie Sanders. And then Chicago Gov. JB Pritzker rocked the mic (“our billionaire,” snarked Stewart).  Those who matriculate at elitist Yale University got called out by Minnesota Gov. Tim Walz. Stewart, though, was quick to round up a raft (or heavyweight shell?) of Yalies who addressed the delegates. The Dems celebrated people who prosecuted sexual predators, and then Bill Clinton mounted the stage. Stewart wasn’t done. Palestinian Americans were nowhere to be seen or heard, but everyone else was. And, yes, there was so much pro-military chest thumping at the DNC that it was a wonder Democrats didn’t attempt a Blue Angel flyover within the United Center in Chicago. Stewart was mocking the party’s Liberal/Neo-Liberal divide, all the while suggesting it had thrown its leftist flank under the campaign bus. Half of Stewart’s liberal audience loved it. Half wished he’d shut his yapper. Half probably didn’t notice. And all were so hopped up on “joy” that they didn’t care either way. After all, what’s the alternative to Kamala? As an opening comic act, Obama and Obama served the party and comedy both. “The Daily Show,” on the other hand,  served comedy more than it served the party and the besieged liberalism it represents. In an age in which politicians act like comedians, and comedians act like journalists, Stewart’s choice seems reasonable to me. "
"As RFK Jr. ends his 2024 presidential campaign, what happens now?",Not Avaiable For MSNBC,"Aug. 23, 2024, 12:22 PM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/rfk-jr-ends-2024-presidential-campaign-happens-now-rcna168007,"For those wondering what to expect from Robert F. Kennedy Jr.’s presidential campaign, the writing has been on the wall for a while. The independent conspiracy theorist had already effectively stopped holding public events and raising money when his running mate signaled that the end of his candidacy was near. Nicole Shanahan said this week that their campaign faced a choice between continuing with its ill-fated effort — which would “risk” helping Vice President Kamala Harris, she said — or dropping out to “join forces” with Trump. The candid comments, made on a podcast, left little doubt that the Kennedy candidacy was intended to undermine the Democratic ticket. It also made clear that those expecting to see Kennedy’s 2024 candidacy persevere in the coming weeks and months needed to lower their expectations. Three days after Shanahan raised the prospect of pulling the plug on the doomed third-party campaign, the conspiracy theorist agreed to stand down. NBC News reported: Looking ahead, the obvious question is about the possible consequences. Kennedy obviously wasn’t going to win the presidential race or any electoral votes, but the anti-vaccine activist cultivated a modest following. As he exits the stage and throws his support behind Donald Trump, what happens now? On the surface, the Republican nominee has reason to be pleased. Even if Kennedy’s support had dwindled to a few percentage points, in a highly competitive race, a few percentage points is likely to make the difference between winning and losing. If recent polling puts Harris’ lead at around two points, Kennedy’s supporters could turn Trump’s deficit into an advantage. At least, that is, on the surface. Just below the surface it’s a bit more complicated. For one thing, some of Kennedy’s supporters might yet support the Democratic ticket, his Trump endorsement notwithstanding. For another, Kennedy’s base doesn’t appear to be made up of traditional voters. As a New York Times report, published before Kennedy’s announcement, explained, the independent’s backers “are less likely than others to have voted in 2020, and are also less likely to say they will vote come November.” In other words, with Kennedy out, his base is likely to splinter, and some of his fans will simply stay home in the fall. Complicating matters is that Democrats are going out of their way to tell the electorate that they’re the normal, responsible, and grown-up party in 2024, and voters should reject the fringe and the radical. It’s against that backdrop that Trump is picking up support from a fringe figure whose weird ideas made it impossible for his campaign to capitalize on months of voter dissatisfaction with Trump and President Joe Biden. Given recent events, the GOP nominee will celebrate good news where he can find it, and Trump is not in the habit of turning down endorsements from anyone. But if the former president and his allies are counting on a major boost as a result of Kennedy’s exit, they’re likely to be disappointed."
RFK Jr.'s journey from Democrat to Republican shows how Covid scrambled politics,Not Avaiable For MSNBC,"Aug. 23, 2024, 12:20 PM PDT",https://www.msnbc.com/opinion/msnbc-opinion/rfk-jr-drops-out-endorses-trump-president-election-2024-rcna167790,"Robert Kennedy Jr. announced on Friday that he has suspended his independent presidential campaign and will be endorsing former President Donald Trump. His move adds yet another twist in a presidential race filled with unexpected developments. It remains unclear how Kennedy’s withdrawal could affect the outcome of the election, and how much the move could reduce the number of voters who may have cast a ballot for him instead of Trump. More broadly, Kennedy’s maneuver is also a fascinating reflection of this ideologically topsy-turvy political era, when the Covid pandemic has scrambled American politics in unpredictable ways and turbocharged an epidemic of mistrust. Kennedy launched his campaign last year as a Democrat. On one level, that made perfect sense. Kennedy had been a lifelong member of the party, where his family remains political royalty. He worked for many years as a prominent environmental lawyer. And his presidential policy platform included some conventionally progressive ideas, such as support for unions. But on another level, it was an odd fit. Well before Covid derailed the world, Kennedy’s reputation as an environmental lawyer had been outstripped by his activism against vaccines. During the pandemic, the reach of that activism expanded dramatically. He became a superspreader of Covid-related misinformation online and his following grew specifically around that issue. Among other conspiracy theories, he claimed that Microsoft co-founder Bill Gates and Anthony Fauci, the former director of the National Institute of Allergy and Infectious Diseases, were promoting vaccines for financial profit. Notoriously, he also argued that vaccine policies across the West were worse than Nazism. (He later sort of apologized.) Vaccine skeptics and opponents span the political spectrum, but they tend to skew conservative. It should be no surprise to hear, then, that Kennedy’s critiques of vaccine programs as totalitarian and Fauci as a tyrant resonated with plenty of people on the right. Even before he announced his campaign, his Covid-related activism influenced top Republicans’ views and messaging on vaccines. After Kennedy entered the presidential race, he was invited constantly onto high-profile right wing media platforms, even though he was running as a Democrat. And some libertarian tech moguls, skeptical of government regulation, took a liking to him. As I wrote at the time, this phenomenon could not be explained purely by a right-wing effort to boost a potential thorn in Biden’s side in the Democratic presidential primaries. It reflected that they and Kennedy were ideologically in line on issues ranging from public health to Ukraine policy to a general proclivity for conspiracy theories (including some racist ones): After failing to gain ground in the polls, Kennedy dropped out of the Democratic primaries in October. As he exited, Kennedy argued that the Democratic Party wasn’t giving him a fair shake and allowing him to debate Biden. But he also likely calculated that he could have a bigger effect on the race by entering the general election. After Kennedy went independent, polling on three-way matchups (Trump, Biden and Kennedy) initially indicated that he took a small bite out of the vote share for both candidates, and it was unclear who he’d hurt more. But over time, particularly after Biden stepped aside and Vice President Kamala Harris emerged as his successor, polling made it clear that Kennedy’s presence was a greater threat to Trump than the Democrats. That development indicates that, before Harris became the Democratic nominee, Kennedy had benefited from Biden’s weakness as a candidate. But the durability of Trump-friendly Kennedy voters also suggests that Kennedy has become a more substantive ideological competitor to Trump due to their overlapping worldviews. It makes sense, then, that Trump got into private deal-making talks with Kennedy and signaled that he’d welcome an endorsement. Kennedy’s political transformation illustrates how Covid and the government’s response to it really shook up some people’s worldview and served as a portal to new forms of political consciousness. Kennedy channeled that energy, first on the Democratic side of the aisle, and then as a free-floating independent, and now he’s using it to funnel people to the right. Kennedy’s views are deeply idiosyncratic and many of his perspectives aren’t an organic match for the MAGA right. But his most spirited — and salient — views now revolve around distrust in the medical establishment and government. Given what seems to matter to him most now, his new home makes more sense than the old one. "
Democrats' 'joyful' convention this week made a huge misstep by sidelining pro-Palestinian voices,Not Avaiable For MSNBC,"Aug. 23, 2024, 12:15 PM PDT",https://www.msnbc.com/top-stories/latest/dnc-gaza-kamala-harris-palestinian-uncommitted-rcna167950,"As Kamala Harris closed her acceptance speech on Thursday night to roaring applause and Beyoncé's ""Freedom"" blaring from the speakers and balloons falling from the ceiling, the elation on the arena floor could not be separated from the ways the Democratic Party engaged with its pro-Palestinian factions this week. The party had gone to lengths to silence and sideline those who spoke up about the administration's unconditional military aid to Israel and its hollow warnings about protecting civilian lives in the Gaza Strip. Delegates who unfurled a banner that said ""Stop Arming Israel"" were drowned out by chants of ""We love Joe"" and booted from the floor, The Associated Press reported. Other than a single panel on Palestinian human rights on Monday afternoon, the humanitarian crisis in Gaza received little attention. There was scant mention of the issue in speeches during the main programming, and when it came up, the horrors in Gaza were described in passive terms, as if Israel's military conduct and America's material support for it were unrelated. Harris herself spoke about the “heartbreaking” suffering in Gaza without mentioning who was responsible for the deliberate starvation of civilians, the bombings of refugee camps and schools and mosques, the fatal sniper shots to children’s heads and chests attested to by multiple doctors. The party also refused to grant the Uncommitted delegates' request for a Palestinian American to deliver remarks onstage, despite pressure from Democratic lawmakers and other outside groups. Members of the Uncommitted movement — a group within the party that aims to pressure Harris to endorse an arms embargo against Israel and a permanent cease-fire in Gaza — staged a sit-in from Wednesday evening, hoping until the eleventh hour that party leaders would change their minds. They did not. The exclusion of a Palestinian speaker from the main stage was not only a glaring political misstep, but also a moral one, and made it appear that Democrats hoped that sweeping the humanitarian crisis in Gaza under the rug would avoid putting a damper on their celebrations. (One immediate consequence was the announcement that the group Muslim Women for Harris was rescinding its support and disbanding.) This convention was an opportunity for Harris to walk the talk about Democrats as the party of inclusion and decency. It was also a chance for the party to show that supporters of Palestinian rights belonged under its big tent. In her speech on Thursday, Harris vowed to be a president “who leads and listens.” But when her party's pro-Palestinian bloc said loud and clear that they wanted a platform this week, Democrats failed them."
Why Bill Clinton’s amazing statistic about jobs and Democrats matters,Not Avaiable For MSNBC,"Aug. 23, 2024, 10:01 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/bill-clintons-amazing-statistic-jobs-democrats-matters-rcna167977,"When Bill Clinton spoke at the Democratic National Convention this week, he shared an economic claim that seemed implausible: In other words, over the last 35 years, employers have added roughly 51 million jobs in the United States, and 50 million of them — 98% — have been created during Democratic administrations. Is that true? Actually, yes. The claim comes with caveats (the former president didn’t have to start the clock in 1989, for example), but according to the data from the Bureau of Labor Statistics, 51.5 million jobs have been added since January 1989 and roughly 1.3 million of them were created while a Republican president sat in the White House. How can that be? Well, there have been four recessions in the United States over the last 35 years: The first began in early 1990, during George H.W. Bush’s Republican administration; the second began in the spring of 2001, during George W. Bush’s Republican administration; the third (and most severe) began in late 2007, also during George W. Bush’s Republican administration; and the fourth began in the spring of 2020, during Donald Trump’s Republican administration. During that same time period, there have also been periods of rapid American job growth amid economic recoveries: Clinton’s second term, Barack Obama’s second term and Joe Biden’s first term. Given all of this and the dramatic job losses associated with the 2007 and 2020 recessions, it’s not too surprising that the Democrats-vs.-Republicans competition is lopsided. But why stop at the last 35 years? The Washington Post’s Philip Bump published a good analysis in the wake of Clinton’s convention speech and found: Longtime readers might recall that this has long been a point of curiosity for me. Marketwatch, for example, published a piece on the subject in 2015, noting that in the previous seven decades, economic growth, job growth and stock market performance have all been better under Democratic presidents. The Atlantic had a related report in 2017, adding that over the last 70 years, “the U.S. economy has been better, across many metrics, when a Democrat has been the president.” Writing for Slate way back in 2008, Michael Kinsley did some similar research. In case this isn’t obvious, since those reports were published, the results have become more favorable to Democrats, not less. It’s no wonder Clinton took the opportunity to brag. I am mindful of polls showing that many voters tend to see the Republican Party as more credible on the economy. I'm also aware of the evidence from recent history that shreds these misplaced assumptions."
"Friday’s Campaign Round-Up, 8.23.24",Not Avaiable For MSNBC,"Aug. 23, 2024, 9:00 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/fridays-campaign-82324-rcna167966,"Today’s installment of campaign-related news items from across the country. * Though most national polling still shows a highly competitive presidential race, the latest national survey from Fairleigh Dickinson University found Vice President Kamala Harris with a seven-point lead over Donald Trump, 50% to 43%. (Click the link for information on the survey’s methodology and margins of error.) * As difficult as this might be to believe, Politico reported that Harris’ 2024 campaign picked up more donors in its first 10 days than President Joe Biden’s campaign received its entire 15-month span. * In North Carolina, the latest High Point University/SurveyUSA poll found Harris narrowly leading Trump in the Tar Heel State, 46% to 45%. In the last half-century, the Democratic ticket has only won North Carolina twice, but both parties see the state as a 2024 battleground. (Click the link for information on the survey’s methodology and margins of error.) * In related news, the same poll found Democratic state Attorney General Josh Stein with a surprisingly big lead over right-wing Lt. Gov. Mark Robinson in North Carolina’s gubernatorial race, 48% to 34%. (Click the link for information on the survey’s methodology and margins of error.) * After needlessly and publicly trashing Gov. Brian Kemp earlier in the month, Trump is apparently adopting a new posture. In a message posted to his social media platform, the former president thanked the Georgia Republican “for all of your help and support in Georgia, where a win is so important to the success of our Party and, most importantly, our Country.” * NBC News reported that Michigan officials haven’t found evidence of Elon Musk’s America PAC violating state campaign laws, despite a recent controversy surrounding the PAC’s voter registration practices. * Former Sen. Bob Menendez of New Jersey formally resigned this week, temporarily shrinking the Senate Democratic conference to 50 members. George Helmy, Democratic Gov. Phil Murphy’s former top aide, will fill the vacancy, though as the Associated Press reported, once the November elections are certified, Helmy will resign and the governor will name the winner of the election to the seat."
Kamala Harris' DNC acceptance speech didn't overlook the Supreme Court's significance,Not Avaiable For MSNBC,"Aug. 23, 2024, 8:28 AM PDT",https://www.msnbc.com/deadline-white-house/deadline-legal-blog/kamala-harris-dnc-acceptance-speech-supreme-court-rcna167929,"Even if she only mentioned it a couple of times, the Supreme Court loomed large in Kamala Harris’ speech accepting the Democratic presidential nomination in Chicago on Thursday night. After all, she addressed two of the biggest rulings in recent years, both of which involve the Republican presidential nominee: the court’s broad grant of criminal immunity for presidents and its stripping of abortion rights.  On immunity, Harris cast the decision in Trump v. United States as the foundation for an even more dangerous second Trump term if he wins in November: “Consider the power he will have, especially after the U.S. Supreme Court just ruled that he would be immune from criminal prosecution. Just imagine Donald Trump with no guardrails, and how he would use the immense powers of the presidency of the United States.”  Harris’ general description of the ruling — “that he would be immune from criminal prosecution” — triggered some fact-checkers, who noted that the high court’s ruling is technically more complex than her summary. But while adding context about the ruling is theoretically helpful — that he’s absolutely immune for “core” constitutional acts, presumptively immune for all official acts but not immune for unofficial ones — the reality is that the extent of Trump’s immunity is yet to be determined.  The federal election interference case is now back in the trial court, where U.S. District Judge Tanya Chutkan will attempt to apply the new immunity test to Trump’s Washington, D.C., indictment in the first instance, after which the Republican-appointed Supreme Court majority may have the last word on what its vague ruling means in practice. That is, unless Trump wins in November — in which case the prosecution is good as gone and we may never know how criminally immune the Roberts Court believes Trump to be. At any rate, Harris’ statement about Trump lacking guardrails thanks to the immunity ruling may turn out to be prescient if he’s re-elected. However vague the court’s ruling, it could provide Trump more of a roadmap for how to use the awesome power of the presidency to his personal advantage while minimizing criminal exposure. Recall that Chief Justice John Roberts’ opinion in Trump v. United States didn’t meaningfully address Justice Sonia Sotomayor’s warning in dissent that presidents can now, for example, order Seal Team 6 to assassinate a political rival or organize a military coup to hold onto power with impunity.    The Democratic nominee also highlighted the high court’s wreckage on abortion: “But tonight, in America, too many women are not able to make those decisions. And let’s be clear about how we got here: Donald Trump handpicked members of the U.S. Supreme Court to take away reproductive freedom.” Indeed, Trump appointed three of the five justices who voted to overturn Roe v. Wade in 2022’s Dobbs decision.  Harris’ highlighting of both crucial rulings reminds us that the court is also on the ballot in November.  Subscribe to the Deadline: Legal Newsletter for updates and expert analysis on the top legal stories. The newsletter will return to its regular weekly schedule when the Supreme Court’s next term kicks off in October."
Former Trump spokesperson shares insight into how and why he lies,Not Avaiable For MSNBC,"Aug. 23, 2024, 8:27 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/former-trump-spokesperson-shares-insight-lies-rcna167953,"In April 2020, Stephanie Grisham stepped down as Donald Trump’s White House press secretary. In August 2024, Grisham not only disavowed her former boss, she also spoke at the Democratic National Convention, telling attendees that the Republican nominee has “no empathy, no morals and no fidelity to the truth.” But there was another part of her remarks that stood out for me. “[Trump] used to tell me, ‘It doesn’t matter what you say, Stephanie — say it enough and people will believe you.’ But it does matter — what you say matters, and what you don’t say matters.” At face value, the fact that Grisham was on the stage at all was extraordinary. Not only is Trump’s former vice president withholding his support for the Republican’s 2024 candidacy, and not only is Trump’s former White House chief of staff condemning his former boss, but Trump’s former White House press secretary and communications director appeared at the Democratic convention and explained how and why the Republican lies. But there was something familiar about what Grisham said during her remarks. As I noted in my new book, as Trump’s first year in the White House neared an end, Billy Bush wrote an opinion piece for The New York Times. Bush was not an especially notable public figure at the time, but in the infamous “Access Hollywood” record, he was the one Trump bragged to about assaulting women. (“When you’re a star, they let you do it,” the future president told Bush. “You can do anything. Grab ‘em by the p---y.”) In his 2017 op-ed, Bush reflected on what he’d learned about the then-president and shared an anecdote about a conversation he’d had with Trump about inflating the ratings of his reality-television program. Bush wrote that Trump had told him privately, “People will just believe you. You just tell them, and they believe you.” Seven years later, Grisham said something eerily similar: “[Trump] used to tell me, ‘It doesn’t matter what you say, Stephanie — say it enough and people will believe you.’” In other words, what Trump privately told Billy Bush about his willingness to lie is effectively identical to what Trump privately told his former White House press secretary about his willingness to lie. It’s a philosophy, for lack of a better word, rooted in the idea that fiction can simply overpower fact through relentless and shameless repetition. Why does the former president repeat transparent nonsense, over and over again? People close to him have already told us the answer."
Trump-owned club to host fundraiser for Jan. 6 rioters (again),Not Avaiable For MSNBC,"Aug. 23, 2024, 7:39 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-owned-club-host-fundraiser-jan-6-rioters-rcna167937,"Discussion of the Jan. 6 attack did not dominate the Democratic National Convention this week, but the party certainly made an effort to remind the public about the assault on the U.S. Capitol and Donald Trump’s responsibility for the insurrectionist violence. In fact, on the third night of the DNC, attendees and viewers saw a four-minute video devoted specifically to Jan. 6. A day later, as Vice President Kamala Harris accepted her party’s nomination, she declared, “[C]onsider not only the chaos and calamity when he was in office, but also the gravity of what has happened since he lost the last election. Donald Trump tried to throw away your votes. When he failed, he sent an armed mob to the U.S. Capitol, where they assaulted law enforcement officers. When politicians in his own party begged him to call off the mob and send help, he did the opposite — he fanned the flames.” It was against this backdrop that The New York Times reported that a group supporting Jan. 6 criminals and defendants will soon hold a fundraising event for rioters at Trump’s golf club in New Jersey. I’m reasonably certain this news was first reported by the MeidasTouch Network. To be sure, the former president is listed on the announcement for the event as an “invited guest speaker,” though the Times’ report added that the GOP nominee does not plan to attend. The article nevertheless added, “Regardless of whether Mr. Trump will be present, it is an unusual — and potentially risky — move to permit a soiree supporting those who stormed the Capitol to be held at one of his most recognizable properties just as his presidential campaign goes full speed for its final few months.” That’s true, though it’s also worth emphasizing the familiarity of the circumstances. NBC News reported in June 2023, for example, that Trump spoke at a fundraiser on behalf of Jan. 6 criminals and defendants, held at his private golf club in Bedminster. “I’m going to make a contribution,” the former president said at the time. Two months later, NBC News ran a separate report, noting that Trump participated in a different fundraiser for Jan. 6 defendants, which was also held at his Bedminster golf club. These latest developments, in other words, are part of a pattern. The news also comes roughly three weeks after the Republican reiterated his intentions to issue pardons to convicted Jan. 6 felons — including those who assaulted police officers during the assault on the Capitol. The Associated Press reported in March that the former president has positioned “the violent siege and its failed attempt to overturn the 2020 election as a cornerstone of his bid to return to the White House.” This coincided with a related Semafor report on the degree to which the Republican has put Jan. 6 rioters “at the heart of his campaign.” That was true then, and it appears to still be true now."
Trump suffers unintentionally funny meltdown on DNC’s final night,Not Avaiable For MSNBC,"Aug. 23, 2024, 6:37 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-suffers-unintentionally-funny-meltdown-dncs-final-night-rcna167928,"If members of Donald Trump’s team had greater control of their boss, they probably should’ve tried to keep the former president distracted during the Democratic National Convention. The more the Republican’s attention could be diverted from television screens, the less likely he’d be to throw tantrums. But if that was the plan, it didn’t work. Before the final night of the DNC got underway, the former president announced that he’d offer online rebuttals to the convention by way of his social media platform. He certainly tried to do that, starting with a weird “WHERE’S HUNTER?” missive, as if Trump had briefly forgotten that there’s no longer any point in going after President Joe Biden’s son. As a New York Times report noted, the online tirades — totaling roughly 50 items — ultimately proved insufficient, prompting the GOP candidate to make a phone call. I can appreciate why the network worked quickly to get the Republican candidate on the air, albeit by telephone. Trump is, after all, the GOP nominee, and it stood to reason that he’d have something notable to say in response to his Democratic rival’s remarks.What Fox might not have realized, however, is that Harris’ convention speech had apparently caused a meltdown. Trump appeared on the air for about 10 minutes, during which time he not only raged incoherently, he also accidentally pushed random buttons on his phone. The interview — I’m using the word loosely — might’ve gone on longer, but Fox anchors Bret Baier and Martha MacCallum effectively cut off the former president mid-rant so that the network could move on to other programming. And while it was certainly amusing to see Fox effectively tell Trump they no longer wanted to hear him whine uncontrollably, it was even funnier when the Republican hung up with one conservative media network, only to call another.In fact, almost immediately after Trump ranted on Fox, he called Newsmax to keep the meltdown going a while longer. In a normal political party, such a meltdown would probably be seen as disqualifying. In the contemporary Republican Party, it was a tragically routine Thursday night."
