Title,Edit_Date,Origal_Date,Link,Content
Speaker Mike Johnson has an unfortunate fondness for ‘intuition’,Not Avaiable For MSNBC,"July 19, 2024, 10:56 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/speaker-mike-johnson-unfortunate-fondness-intuition-rcna162752,"As part of Fox Business’ coverage of the Republican National Convention, Maria Bartiromo sat down with House Speaker Mike Johnson, who claimed that officials believe there are now “terrorist cells set up around the country.” Not surprisingly, the host asked how many. “I don’t know,” the Louisiana Republican replied. “It’d be conjecture on my part, but intuitively we know that this is a serious problem.” This made far less sense than Congress’ top Republican official seemed to realize. First, he doesn’t need to speculate: As the House speaker, Johnson receives briefings on sensitive, highly classified security information. If he’s learned about “terrorist cells set up around the country,” he could speak to the problem with authority. Instead, the GOP leader decided it’d be responsible simply to speculate on national television about a terrorist threat based on what people “intuitively” know. Second, information about terrorist cells is not something that people can “intuitively” know. It simply falls outside of what “intuition” means: No one has instincts about the existence of terrorists forming groups and/or networks on domestic soil. People in positions of power either have seen evidence or they haven’t. It's not the sort of thing someone can know by way of a gut feeling. But as relevant as these details are, there’s a larger problem: Johnson's reference to what is “intuitively” known is part of an unfortunate pattern. After Donald Trump’s 2020 election defeat, for example, Johnson insisted that “a lot of us know intuitively” that there were problems with the process. After the Senate rejected the House’s impeachment effort against Homeland Security Secretary Alejandro Mayorkas, Johnson said “know already intuitively” that Mayorkas “had a fantastical breach of duty.” When the House speaker unveiled legislation to ban non-citizens from voting — which is already illegal, and which effectively never happens — Johnson declared at a press conference, “We all know, intuitively, that a lot of illegals are voting in federal elections.” What we’re dealing with is a Republican leader who appears to rely on “intuition” a bit too much. Time and again, Johnson lacks the evidence to support his beliefs, so he references “intuition” as if it were a legitimate substitute for knowledge. It’s not."
"Barron Trump, initially expected at the RNC, was nowhere to be seen",Not Avaiable For MSNBC,"July 19, 2024, 10:41 AM PDT",https://www.msnbc.com/top-stories/latest/barron-trump-republican-national-convention-2024-rcna162711,"The Trump family, dressed in red, white and blue, showed up in force on the last night of the Republican National Convention on Thursday. But as Donald Trump delivered what would be the longest-ever convention acceptance speech, one person conspicuously missing at the Fiserv Forum in Milwaukee was his youngest son, Barron Trump. ""We love our Barron,"" Trump said in his speech. But the 18-year-old did not join his father and siblings as they walked onto the convention floor during the event, nor was he seen with his mother, Melania Trump, who entered the VIP box by herself to applause. He was also absent when the family took the stage after the speech. The youngest Trump son attended the RNC in 2016 and 2020. NBC News reported in May that he had been included as an at-large delegate by the Florida Republican Party, but two days later, he declined the role through his mother's office. “While Barron is honored to have been chosen as a delegate by the Florida Republican Party, he regretfully declines due to prior commitments,” Melania Trump said in the statement. Barron Trump, who graduated from high school this year, did recently feature at one of his dad's campaign events. At a rally in Florida earlier this month, Trump introduced his youngest son to supporters. ""You're pretty popular,"" Trump told him as the crowd cheered. With Donald Trump Jr. and Eric Trump looking on, he added: ""He might be more popular than Don and Eric."""
How Clarence Thomas and Aileen Cannon may help Hunter Biden,Not Avaiable For MSNBC,"July 19, 2024, 10:34 AM PDT",https://www.msnbc.com/deadline-white-house/deadline-legal-blog/hunter-biden-aileen-cannon-clarence-thomas-rcna162689,"U.S. District Judge Aileen Cannon broke new ground this week when she dismissed Donald Trump’s classified documents case on the rationale that special counsel Jack Smith was unlawfully appointed. Now, Hunter Biden wants the same treatment for his criminal cases brought by another special counsel, David Weiss. Biden’s success is far from guaranteed, partly because Trump’s ultimate success isn’t guaranteed. Cannon’s trial-level ruling only applies to Trump’s case, and if she’s reversed on appeal then it won’t even affect Trump’s case. Smith is challenging Cannon’s ruling to the 11th U.S. Circuit Court of Appeals, and whichever side loses in the appeals court is likely to ask the Supreme Court to hear the case. A Supreme Court ruling could set a nationwide standard applying to both defendants. At least one justice, Clarence Thomas, is poised to agree with Cannon if the Supreme Court rules on the issue. In the Trump immunity case earlier this month, Thomas wrote a separate concurring opinion that questioned the lawfulness of Smith’s appointment. Cannon cited Thomas’ concurrence to support her dismissal of the classified documents case on Monday. No other justice joined Thomas’ concurrence, but Smith’s appointment wasn’t at issue in the immunity case, so we don’t know what a majority of the court would do if the appointment issue were squarely presented. That is, just because Thomas was the only one to raise it in the immunity case doesn’t mean that the Supreme Court would therefore side with Smith 8-1 on the appointment issue. Like Cannon’s trial-level ruling, Thomas’ solo concurrence isn’t binding. But as a Supreme Court justice, his view will ultimately be more important than Cannon’s for the legality of special counsels generally. There are also distinctions between Smith and Weiss that could lead to different outcomes for Trump and Biden. One of the defense criticisms of Smith is that he wasn’t appointed by the president and confirmed by the Senate. Weiss was. That distinction doesn’t necessarily end the analysis, however, because the issue that Cannon and Thomas raised goes to the heart of Attorney General Merrick Garland’s statutory authority (or lack thereof) to appoint special counsels. That could doom Weiss as well as Smith if a Supreme Court majority heeds Cannon’s and Thomas’ view.   Biden’s lawyers make that point in their motion to dismiss on Thursday, writing that Garland “relied upon the exact same authority to appoint the Special Counsel in both the Trump and Biden matters, and both appointments are invalid for the same reason.” He was found guilty of gun-related charges last month in Delaware and hasn’t been sentenced yet. He also faces separate tax charges brought by Weiss in California and his lawyers have raised the appointment issue there in an effort to get those charges dismissed, too. It may take a while before the final impact, if any, of Cannon’s and Thomas’ opinions are fully realized in the Trump and Biden cases. Weiss will respond before trial judges rule in Delaware and California. Both of those federal trial courts fall under different federal circuits from one another and from the 11th Circuit, which covers Florida and will review Cannon’s ruling. Whatever happens in the lower courts, the Supreme Court may have the last word — and while we don’t know what that last word would be, a Trump win wouldn’t necessarily be a win for the president’s son. Subscribe to the Deadline: Legal Newsletter for updates and expert analysis on the top legal stories. The newsletter will return to its regular weekly schedule when the Supreme Court’s next term kicks off in October."
The Republican National Convention offered Russia a lot to like,Not Avaiable For MSNBC,"July 19, 2024, 9:30 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/republican-national-convention-offered-russia-lot-rcna162728,"Shortly before last month’s presidential debate, NBC News reported on a network of pro-Kremlin social media accounts that were “attempting to spread false narratives” to help Donald Trump. The Wall Street Journal added soon after that Vladimir Putin’s government has launched a “whole of government” effort to influence the outcome of the U.S. presidential election and return the Republican to power. As recently as last weekend, as my MSNBC colleague Ja’han Jones noted, the Kremlin rushed to echo far-right talking points in the wake of Saturday’s assassination attempt, suggesting that Democrats bore responsibility for the gunman. And then the Republican National Convention got underway, at which point the public was reminded why Russia is so eager to help the party win. On the opening night of the convention, for example, Rep. Marjorie Taylor Greene delivered remarks condemning Democrats for a bipartisan bill intended to “secure Ukraine’s borders.” Also on Monday night, tech investor David Sacks delivered remarks and insisted that Biden “provoked — yes, provoked — the Russians to invade Ukraine with talk of NATO expansion.” Trump then tapped Sen. JD Vance of Ohio — one of Congress’ fiercest opponents of U.S. security aid to Ukraine — for the party’s ticket, which was a move that drew praise from Russian Foreign Minister Sergei Lavrov. As the convention neared its end, attendees heard from far-right media personality Tucker Carlson, who also took the opportunity to push a message that was likely well received in Moscow. As NBC News reported: “We know where the drugs are coming from. We know the supply routes,” Carlson declared from the stage. “You don’t see our commander in chief suggesting that we use our military to protect our country or the lives of its citizens? No, that’s for Ukraine. And it’s too much. Actually, it’s too insulting. It’s too insulting. It’s a middle finger in the face of every American. It’s a very clear statement which is unmistakable, and that is ‘we don’t care about you.’” Soon after, Trump, a benefactor of Russia’s earlier electoral assistance, accepted his party’s presidential nomination. It stands to reason that Putin was pleased with how things went in Milwaukee this week."
"Friday’s Campaign Round-Up, 7.19.24",Not Avaiable For MSNBC,"July 19, 2024, 9:00 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/fridays-campaign-71924-rcna162718,"Today’s installment of campaign-related news items from across the country. * Just over the last few hours, four more House Democrats — Reps. Jared Huffman, Marc Veasey, Chuy Garcia and Mark Pocan — joined the list of members calling on President Joe Biden to leave the race, writing that he should “pass the torch to a new generation of Democratic leaders.” Veasey is of particular interest because he’s the first member of the Congressional Black Caucus to ask the incumbent to forgo his re-election plans. * Soon after, Sen. Martin Heinrich of New Mexico became the third sitting Democratic senator to publicly call on Biden to suspend his campaign. * That said, the news for Biden isn’t all bad: The Congressional Hispanic Caucus’ political action committee has officially endorsed his candidacy. * The latest national CBS News/YouGov poll, conducted after Saturday’s assassination attempt on Donald Trump, found the former president leading Biden by 5 points among likely voters. In late June, the same poll showed the Republican ahead by 2 points. (Click the link for information on the survey’s methodology and margins of error.) * As for state polling, the latest data from Emerson College Polling found Biden trailing in seven battleground states — Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin — by margins ranging from 3 to 9 points. (Click the link for information on the survey’s methodology and margins of error.) * Hoping to put fresh distance between himself and his far-right party, former Maryland Gov. Larry Hogan wrote a Washington Post op-ed denouncing Project 2025. The governor, of course, is currently running for the U.S. Senate. * On a related note, Chris LaCivita, a leading member of Trump’s political operation, this week described Project 2025 as a “pain in the ass” for the former president’s campaign."
'Twisters' doesn't mention climate change. That's just the first problem.,Not Avaiable For MSNBC,"July 19, 2024, 8:48 AM PDT",https://www.msnbc.com/opinion/msnbc-opinion/twisters-review-climate-change-missing-storm-sequel-rcna162322,"The new movie ""Twisters"" finally provides an answer to the age-old joke about how everyone talks about the weather but nobody ever does anything about it. While the storm chasers of the 1996 original drove after tornadoes in order to study them, the reboot ups the stakes: stronger storms — including one filled with columns of fire — and heroes who have a so-crazy-it-just-might-work plan to stop them. It makes for a fun two hours, but it leaves us a little worse off when we leave the theater. The first problem starts with those stronger storms, which one character laments are ""getting worse every year"" and an actual Oklahoma TV meteorologist describes in a cameo as a ""once-in-a-generation tornado outbreak."" That's a phrase that may already need to be retired, as we have seen ""once-in-a-generation"" winter storms, hurricanes, wildfires, droughts and windstorms in recent years amid signs that these won't be one-off events. The most likely cause is two words you won't hear in the movie: climate change. Now, to be clear, scientists remain uncertain of the links between climate change and tornadoes. As climate scientists Hope Jahren and Kerry Emanuel explained to me, we know that large outbreaks of tornadoes and off-season tornadoes are increasing but not why, and there is much less certainty than there is with the links between climate change and hurricanes, for example. That's how science works. But in the real world, one of these characters might, you know, mention it as a possibility? Especially when the mother of one of the heroes says storms and floods are becoming more common and wheat and seed are getting more expensive. Not to be a backseat screenwriter here, but maybe two characters could argue about it briefly? And then kiss? I dunno. This summer movie stuff doesn't seem that hard. In case you think I'm imagining things, director Lee Isaac Chung has made it clear that it was a deliberate choice not to mention climate change. “I wanted to make sure that we are never creating a feeling that we’re preaching a message, because that’s certainly not what I think cinema should be about,” he told CNN. “I think it should be a reflection of the world.” Look, if I'd just been handed $200 million to make a summer movie, I'd be pretty cautious about not offending anyone, too, and no one likes a preachy blockbuster, especially on a subject that so many politicians insist isn't a real problem. We're not expecting Hollywood to make a fictionalized version of ""An Inconvenient Truth"" here. Tornadoes bad; pickup trucks good. We get it. But a moment of introspection wouldn't kill the movie, either. Even if viewers make the connection themselves, the movie fails in a second and more crucial way. (Spoiler ahead, but I promise it's not about any part of the movie you'll care about.) The film's heroine, played by Daisy Edgar-Jones, is a scientist who has developed a Mark Rober-like machine that can shrink tornadoes by filling them with tiny balls of superabsorbent polymer. Her plan fails, and she retreats to the relative safety of New York City until she gets a second chance with a tornado-chasing social media influencer, played by Glen Powell, and uses rockets filled with silver iodide to precipitate the moisture first and save the day. You've seen this plot point before: Check the alluvial dampers! Reverse the polarity of the neutron flow! Cross the proton streams! Scan the quantum fissure using a subspace differential pulse! Again, I get it. You've written the heroes of your $200 million summer blockbuster into a corner, and you need some kind of deus ex machina to save the day. They can't just drive their pickup next to a supercell tornado and post YouTube videos about it while innocent Oklahomans die all around them. The problem is that this kind of magical thinking has infected how we approach climate change in the real world, too. Sure, we could reduce greenhouse gases by building more solar and wind power, subsidizing electric cars and e-bikes, improving mass transit, stopping deforestation and planting more trees, improving agricultural techniques or adding a price to carbon and letting the market sort it out. But what if, instead, some people suggest, we put a giant solar shade in outer space? Or dump tons of iron dust into the ocean? Or build a machine that vacuums carbon out of the atmosphere? Or paint all the rooftops white? Or even an entire mountain? Or spray sulfur dioxide particles into the stratosphere? Or throw a bunch of tiny glass beads on the ice caps? Or just build machines to create more ice? I'm not saying these ideas wouldn't work or that we shouldn't study them. But too often they seem to be proposed as a shortcut to doing the hard work to slow climate change, an Ozempic for the Earth. And that's ultimately the problem with ""Twisters,"" a movie that says tornadoes are getting worse without ever naming a possible cause and presents as its only solution a bunch of technobabble. Maybe we were better off when all the movie characters did was talk about the weather."
"After shooting, Team Trump keeps medical care info under wraps",Not Avaiable For MSNBC,"July 19, 2024, 8:23 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/shooting-team-trump-keeps-medical-care-info-wraps-rcna162705,"When the White House announced on Wednesday that President Joe Biden had tested positive for Covid, his team issued a written statement noting his symptoms and self-isolation plans. It was accompanied by a message from the Democrat’s physician describing Biden’s condition in more detail, including information about the president’s respiratory rate, temperature and pulse oximetry. A day later, the White House issued another letter from Biden’s physician, Dr. Kevin O’Connor, with updated information about the president’s symptoms, condition and treatment plan, as well as assurances about additional updates. This is, of course, precisely what one would expect from an operation that believes transparency, especially about health matters, is important. It also stands in contrast to Biden’s Republican rival. The Associated Press reported: The AP’s report quoted Jonathan Reiner, a professor of medicine and surgery at The George Washington University, saying, “It’s an understatement to say that it’s bizarre that a presidential candidate has sustained an injury from an attempted assassination and no medical report is issued to describe his evaluation and the extent of his injury.” I’m mindful of the fact that there are plenty of conspiracy theories surrounding Saturday’s shooting, none of which have been substantiated with any credible evidence. One need not take those theories seriously, however, to wonder why Team Trump has been reluctant to share basic medical information about such a serious matter. Recent history doesn’t help matters. The Republican, for example, has long adopted a rather untraditional approach to sharing information about his medical exams. Indeed, it started before he took office. As regular readers may recall, in late 2015, during the race for the Republican presidential nomination, Team Trump released an unintentionally hilarious, four-paragraph letter from the late Dr. Harold Bornstein, asserting that Trump’s “physical strength and stamina are extraordinary” and his lab tests results were “astonishingly excellent.” The doctor added at the time, “If elected, Mr. Trump, I can state unequivocally, will be the healthiest individual ever elected to the presidency.” We learned several months later that Bornstein wrote the letter in five minutes while a limo, dispatched by Trump, waited for the document. In the years that followed, disclosures did not improve. Last fall, Trump released the first updated report on his health in more than three years, but it came by way of a statement issued by one of his golf club customers, and it omitted basic details such as his blood pressure and medications. It’s against this backdrop that Team Trump also hasn’t provided the public with information about the Republican nominee’s medical care in the wake of Saturday’s shooting. There might be a benign explanation for this lack of transparency, but for now, I have no idea what it is."
Democratic effort to nudge Biden off ticket appears to gain momentum,Not Avaiable For MSNBC,"July 19, 2024, 7:43 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/democratic-effort-nudge-biden-ticket-appears-gain-momentum-rcna162699,"A couple of days ago, the public saw multiple reports about Senate Majority Leader Chuck Schumer and House Minority Leader Hakeem Jeffries — Congress’ top two Democrats — having taken steps to encourage President Joe Biden to forgo his re-election plans. There was related reporting that House Speaker Emerita Nancy Pelosi has also privately told Biden “that she and other Democratic lawmakers worry that he’s dragging down the party.” A day later, however, the reports were considerably worse for the incumbent president. The Washington Post, for example, reported that Barack Obama has “told allies in recent days that President Biden’s path to victory has greatly diminished and he thinks the president needs to seriously consider the viability of his candidacy.” The public also learned about a letter Democratic Rep. Jamie Raskin sent to the president, suggesting he step aside. The Post also reported that Pelosi has told some House Democrats she believes Biden “can be persuaded fairly soon to exit the presidential race amid serious doubts he can win in November,” which dovetailed with a New York Times report that said several people close to the president said that they believe “he has begun to accept the idea that he may not be able to win in November and may have to drop out of the race.” Unfortunately for the incumbent, there’s more. Bloomberg News reported that some members of Biden’s White House Cabinet have also had “private discussions among themselves” about whether to “reckon with him” about his electoral future. Meanwhile, on Capitol Hill, the number of Democratic members calling on the president to pass the torch keeps growing — in both chambers — and even the Congressional Black Caucus, which has been unyielding in its support for Biden, acknowledged that “things are fluid.” In case this weren’t quite enough, The Wall Street Journal highlighted a polling report from Blue Rose Research, a Democratic firm, which found Biden losing every battleground state, and struggling in New Hampshire, Minnesota, New Mexico, Virginia, Maine, and even New Jersey — states he won with ease four years ago. And yet, despite all of this, as the day came to an end, the Biden campaign sent out talking points that read in part, “The president is his party’s nominee. ... He’s running for re-election, and that will not change until he wins re-election.” Technically, that wasn’t true — the party’s nominee will be chosen at the convention, which is still weeks away — but the statement nevertheless indicated Team Biden isn’t prepared to look for an offramp, at least not yet. It was against this backdrop that NBC News reported that Biden “feels personally hurt and betrayed by the way so many Democrats, including some of the party’s top leaders, have left him hung out to dry.” The same report quoted a source close to the president who appeared eager to lash out at Democratic leaders. As much as I can appreciate Team Biden's frustrations, as a rule, when campaigns are behind, and the team reaches an everyone-is-wrong-except-us stage, that’s not great. Complicating matters, when a Democratic incumbent’s political operation is lashing out at Barack Obama, Nancy Pelosi, and Chuck Schumer — blaming them for Trump — that’s not great, either. And finally, when Biden demands to see polling evidence that he’s losing, only to have his team say that “polls are BS” when the data says he's losing, that’s also not great."
"At Republican convention, Tucker Carlson completes transformation",Not Avaiable For MSNBC,"July 19, 2024, 6:46 AM PDT",https://www.msnbc.com/rachel-maddow-show/maddowblog/republican-convention-tucker-carlson-completes-transformation-rcna162691,"We don’t need to wonder what Tucker Carlson genuinely believed about Donald Trump after the Republican’s 2020 defeat because we already know. As my MSNBC colleague Zeeshan Aleem noted last year, the since-settled Dominion Voting Systems lawsuit against Fox News produced a treasure trove of communications from the network’s hosts, including candid messages from Carlson that his viewers weren’t aware of in real time. In early January 2021, for example, Carlson texted, “We are very, very close to being able to ignore Trump most nights. I truly can’t wait.” He added soon after, “I hate him passionately,” and he confessed that he “can’t handle much more of this.” This came on the heels of Carlson telling a colleague, in reference to Trump, “What he’s good at is destroying things. He’s the undisputed world champion of that.” The former Fox host went on to say that he found it “disgusting” how many Americans believe Trump’s rhetoric. Reflecting on Trump’s failed term, Carlson also wrote, “We’re all pretending we’ve got a lot to show for it, because admitting what a disaster it’s been is too tough to digest. ... But come on. There isn’t really an upside to Trump.” That was three and a half years ago. A lot has changed since. In fact, Carlson has not only taken his shtick online, he’s also managed to position himself as an influential ally to the Republican he hated “passionately.” It was Carlson who helped Trump choose his running mate. It was Carlson who seemed to be having a grand time at the Republican convention. And as a New York Times report noted, it was Carlson who made a return to prime time with remarks at the Republican National Convention. To be sure, more than a few prominent Republican voices have made the transition from Trump critic to Trump sycophant. In fact, I’m aware of only one current member of the U.S. Senate who has characterized Trump as “America’s Hitler,” and the former president just tapped him as his running mate. Has Carlson experienced a genuine change of heart, or is he opportunistically sailing on the prevailing winds in Republican Party politics? Only the right-wing host knows for sure, though his 2021 messages seem to offer a hint. Either way, however, a HuffPost report raised a point that stood out for me. We don’t know who the president will be next year, but if it’s Trump, it’s safe to say Carlson will have walk-in privileges in the Oval Office, his 2021 assessments notwithstanding."
Trump's speech veered from somber to maudlin to unhinged,Not Avaiable For MSNBC,"July 19, 2024, 6:22 AM PDT",https://www.msnbc.com/opinion/msnbc-opinion/trump-rnc-acceptance-speech-tone-rcna162414,"On Thursday night, my party bent the knee and enthusiastically nominated a man convicted of numerous felonies for president of the United States. In a Milwaukee convention hall full of activists and party loyalists whom I have known for years, there were also election deniers, organizers of the fake electors scheme and active participants in the insurrection against our nation on Jan. 6. Then, in that most poignant of moments when a political party says “here is the best among us that we have to offer for service to our nation,” Donald J. Trump accepted his third Republican presidential nomination. From the opening of his acceptance speech, Trump appeared to be deliberately somber, not leaning into the fiery affect that he so often uses at his rallies. This version of Trump was just weird. He still can’t read a teleprompter properly, even as he launched into an account of the attempt on his life last weekend.  Now, I’m not going to begrudge a man from sharing his thoughts about a brush with death, and certainly many in the audience appeared visibly moved by it. But by the time he decided to kiss the helmet of former volunteer firefighter Corey Comperatore, the whole scene was just a little too maudlin and unserious. It was also a weird bit of stagecraft considering that Trump took three days to call Comperatore’s widow. Once we were past the emotional part of the program, it did not take long for Trump to return to form, offering his usual diatribe of lies and exaggerations about cities flooded with crime and inflation spiraling out of control. But of all the untrue things he said, perhaps the biggest was when he claimed “this movement has never been about me.” It’s only ever been about him, and he has spoon-fed Republicans so much of himself that it’s now all they want, no matter how incoherent or offensive it may be. On Thursday night, the Party of Lincoln finally solidified itself as the Party of Trump. And it wasn’t even his speech that did it. It happened the moment he accepted the nomination.  For more thought-provoking insights from Michael Steele, Alicia Menendez and Symone Sanders-Townsend, watch “The Weekend” every Saturday and Sunday at 8 a.m. ET on MSNBC. And join Michael Steele, Rachel Maddow and many others on Saturday, Sept. 7 in Brooklyn, New York, for “MSNBC Live: Democracy 2024,” a first-of-its kind live event. Buy tickets here."
